uri,cid,author_did,author_handle,author_display_name,text,created_at,reply_count,repost_count,like_count,indexed_at,langs,is_2025,sentiment_agronegocio,contexto_agronegocio
at://did:plc:zhe6rdpr6ol5k7xl7z42ey4g/app.bsky.feed.post/3lse5p6apyc2e,bafyreihsvuprn424obdvvdmjnxnj3vpf3fl2u7slmak2yixpc3xgjezf5m,did:plc:zhe6rdpr6ol5k7xl7z42ey4g,pedrokenny.bsky.social,peão também pode ser viado,o futuo do brasil é agronegócio e jogatina mds que infernoooooo de páis,2025-06-24T13:00:39.085Z,0,0,1,2025-06-24T13:00:39.741Z,['pt'],True,negativo,contexto_positivo
at://did:plc:5vevgd6qbhefmtsqqvynm4vf/app.bsky.feed.post/3lsdlboqyu622,bafyreian5p4rdzwy75cm7j344ogmmdbce6oq2czyh7ghqpflyzochbmvk4,did:plc:5vevgd6qbhefmtsqqvynm4vf,g1-news.bsky.social,G1 (Não Oficial),MilkShow 2025: feira do agronegócio leiteiro ocorre em Patos de Minas a partir de quinta; veja a programação,2025-06-24T04:30:59-03:00,0,0,0,2025-06-24T07:31:00.438Z,['en'],True,positivo,contexto_positivo
at://did:plc:kzkl2onyewbs7pehh2ellzcb/app.bsky.feed.post/3lsdksbwv442p,bafyreicxdhhgnv6y26elsjly5jagupxjnblr4z4n4jt5bghqxobhw5hcv4,did:plc:kzkl2onyewbs7pehh2ellzcb,g1-bot-rss.adilson.net.br,Notícias do G1 (Não oficial),MilkShow 2025: feira do agronegócio leiteiro ocorre em Patos de Minas a partir de quinta; veja a programação,2025-06-24T07:22:20.499954Z,0,0,0,2025-06-24T07:22:23.338Z,['pt'],True,positivo,contexto_positivo
at://did:plc:zxyeyfkls64xcm6ecrzud5g5/app.bsky.feed.post/3lscxxbvvf52n,bafyreiam244ehfhnsjja4wlzrovh5hlafoti67pym4lkkt53mvxexm2a44,did:plc:zxyeyfkls64xcm6ecrzud5g5,uol-news.bsky.social,UOL Notícias (Não Oficial),Agência Brasil é premiada nos +Admirados da Imprensa do Agronegócio,2025-06-23T22:45:08-03:00,0,0,0,2025-06-24T01:45:09.342Z,['en'],True,positivo,contexto_positivo
at://did:plc:ztlva54tddon2j3sckzalppf/app.bsky.feed.post/3lscxkjkepk25,bafyreihdqy3yztcn4e66bwwom5isuyhywhw34xh5ilje2kdk37koo3t4mi,did:plc:ztlva54tddon2j3sckzalppf,agenciabrasil.ebc.com.br,Agência Brasil,"PREMIADA | A Agência Brasil, da Empresa Brasil de Comunicação (EBC), ficou entre as três agências de notícias mais admiradas do Prêmio +Admirados da Imprensa do Agronegócio 2025, organizado pela publicação Jornalistas&Cia.

Leia: tinyurl.com/y6uareje",2025-06-24T01:38:00.934Z,0,0,8,2025-06-24T01:38:05.641Z,['pt'],True,positivo,contexto_positivo
at://did:plc:gclhg72k63bp7djsoefttmob/app.bsky.feed.post/3lscvet54es2p,bafyreibnldiwrz7yfzfo2jp6n5qlovkhoserpgfhcb72cfdxi5llf53zka,did:plc:gclhg72k63bp7djsoefttmob,rtbrasil.bsky.social,RT Brasil,"Alckmin lidera missão brasileira à Nigéria buscando reforçar laços econômicos e presença na África

Encontro bilateral prevê assinatura de memorandos em áreas como defesa, cultura e agronegócio.

▶️ Leia: s.rtbrasil.info/b8r",2025-06-24T00:59:02.216Z,0,3,6,2025-06-24T00:59:04.835Z,['pt'],True,positivo,contexto_positivo
at://did:plc:6iwfq5klg5sc2hywfaimfk3r/app.bsky.feed.post/3lscp46mg4k2j,bafyreibchwamrclmylrpahekms3fbbr2t6zg5frrpuyly5eqowzatxv3qm,did:plc:6iwfq5klg5sc2hywfaimfk3r,deolhonoagro.bsky.social,De Olho nos Ruralistas,"Vem aí o mais novo estudo do De Olho nos Ruralistas.

O observatório consolidou listas de empresários do agronegócio envolvidos com o financiamento do 8/1 e seus antecedentes.

E divulga para você, nesta semana, o resultado dessa apuração. Que regiões concentram os golpistas do agronegócio?",2025-06-23T23:06:49.811Z,0,24,79,2025-06-23T23:06:51.435Z,['pt'],True,positivo,contexto_positivo
at://did:plc:blesv4vf7pbwbrjpn7fatmf5/app.bsky.feed.post/3lsclz3tzrc2j,bafyreiabsxumxneoiayru76einaojxjzhuodtif7a3d7aqk7xccnmqpprm,did:plc:blesv4vf7pbwbrjpn7fatmf5,forbesbrasil.bsky.social,Forbes Brasil ,"A produção de ureia no Irã e no Egito, dois grandes produtores do fertilizante no Oriente Médio, sofreu uma paralisação, segundo relatório.

Leia mais: forbes.com.br/forbesagro/2...

(Foto: Getty Images)

#ForbesAgro #Fertilizantes #OrienteMédio #Guerra #Irã #Agronegócio",2025-06-23T22:11:25.012Z,0,0,0,2025-06-23T22:11:30.136Z,['pt'],True,neutro,nao_relacionado
at://did:plc:2sz7lzabaabo52nd2p2h722t/app.bsky.feed.post/3lsccspwbxc2z,bafyreihquzovunnacffdvbfsu26tifv4t2uraknqrwnoutkxadtrmfa3lq,did:plc:2sz7lzabaabo52nd2p2h722t,poder360.bsky.social,Poder360,"📈PIB do agronegócio cresce 6,5% no 1º trimestre de 2025 

🐄 Alta dos preços na agricultura e na pecuária influenciaram resultado, segundo centro de estudos da Universidade de São Paulo

⬇️ Leia no Poder360: 
www.poder360.com.br/poder-econom...",2025-06-23T19:26:47.514Z,0,1,2,2025-06-23T19:26:53.436Z,['pt'],True,positivo,contexto_positivo
at://did:plc:suxthwyej2lioqzwdg5ynjzk/app.bsky.feed.post/3lsc7uwsw4k2j,bafyreidf5za7wsv7ze5fgk74z35cpbeevjf2kfzqtej7c24kgiiaskn6ly,did:plc:suxthwyej2lioqzwdg5ynjzk,reporterbrasil.org.br,Repórter Brasil,"Análise da Ambiental Media, em parceria com a UnB, mostra que perda de vazão do rio São Francisco chegou a 50% desde a década de 1970. O relatório aponta menos chuvas, mais evaporação e avanço do agronegócio como principais responsáveis pelos impactos.",2025-06-23T18:34:20.625Z,0,5,19,2025-06-23T18:34:29.138Z,['pt'],True,positivo,contexto_positivo
at://did:plc:26ka3nxo2ubts4jzmqhavhfw/app.bsky.feed.post/3lsc3e2w3z22i,bafyreibwoqljpvjj3cm4gpfbvigdz35wx2efs7xkywvmq76h35uqw6o6gq,did:plc:26ka3nxo2ubts4jzmqhavhfw,riosdenoticias.bsky.social,Portal Rios de Notícias,"#Política |👩🏻 A pré-candidata ao Governo do Amazonas pelo Partido Liberal, Professora Maria do Carmo, defendeu o fomento à produção rural e o fortalecimento do agronegócio sustentável no Amazonas durante encontro com produtores da Cooperativa Mista dos Produtores Rurais do Amazonas (Coompram).",2025-06-23T17:13:19.532Z,0,0,0,2025-06-23T17:13:24.338Z,['pt'],True,positivo,contexto_positivo
at://did:plc:osebm3wxw7ikrngh5sobogmo/app.bsky.feed.post/3lsbkluke222u,bafyreibjjrbzys34mwmj3oxj7rmui2hs4wl2r6kqf3jyu47ql6q7hr443m,did:plc:osebm3wxw7ikrngh5sobogmo,trasel.bsky.social,Träsel,O agronegócio mija venenos em cima de nós e a imprensa diz que chove. www.terra.com.br/byte/ciencia...,2025-06-23T12:13:27.680Z,0,2,5,2025-06-23T12:12:25.537Z,['en'],True,negativo,contexto_positivo
at://did:plc:vwot556jqi3rkx4xmfq4olpw/app.bsky.feed.post/3lsbf3captk2t,bafyreih726mjcq6p6nm6qn3ugcoxx2mm54z22u4rr6oug4xaq34gpbka3q,did:plc:vwot556jqi3rkx4xmfq4olpw,dionaragsantana.bsky.social,Dionara #FreePalestine 🇵🇸🍉 Gonçalves de Santana,"Sérgio, essa é a minha preocupação,uma das. O nosso bioma cerrado é um berço das águas. Aqui na região oeste da Bahia há muitos rios, porém o agronegócio só aumenta sua demanda por águas sem estudo aprofundado,só os contratados para justificar, sabe?É visível diminuição das vazões nos rios do oeste.",2025-06-23T10:34:42.910Z,1,0,0,2025-06-23T10:34:45.739Z,['pt'],True,negativo,contexto_positivo
at://did:plc:6rwzfhpnigopu3yi5bsohw3x/app.bsky.feed.post/3ls7zmhl3vk2g,bafyreifvkzumzmgjn76ubgtwpugaqpn6dv33z4a2slebw5rqwr5cnj3wtq,did:plc:6rwzfhpnigopu3yi5bsohw3x,7w0e9b.bsky.social,dorival.altini,"ALÔ, DEMOCRATAS SOCIAIS!

CONGRESSO,CARTÉIS
e FASCISMO!

PARTE dos íntegrantes do CONGRESSO mostra que por trás do capitalismo truculento que invadiu a CASA DO POVO tem a força dos 18 cartéis importantes do PAÍS, com destaque p/: setor eletrônico,bélico,bancário, agronegócio,eletrodoméstico  etc!",2025-06-22T21:36:54.255Z,0,1,5,2025-06-22T21:37:01.638Z,['en'],True,negativo,contexto_positivo
at://did:plc:gbdq5nlcqtgf464blewncly4/app.bsky.feed.post/3ls7p7vweft2v,bafyreigh4k6cvf76x26rtkxjbq5saloal3fl5b534v4wv7axoptnvdn23y,did:plc:gbdq5nlcqtgf464blewncly4,jornalgrandebahia.bsky.social,Jornal Grande Bahia,"Agronegócio brasileiro tem safra e recuperações judiciais recordes em 2025, revela Estadão

O agronegócio brasileiro vive uma contradição em 2025: safra recorde de 336,1 milhões de toneladas e alta nas recuperações judiciais, que subiram 58,4% em 2024. A inadimplência alcançou 3,04% no BB. Quedas…",2025-06-22T18:30:54Z,0,0,0,2025-06-22T18:30:56.342Z,[],True,positivo,contexto_positivo
at://did:plc:ze3t5jyaolxa57nsgk5jf2ko/app.bsky.feed.post/3ls74w5kbuc2g,bafyreibmovnretafhsizbtjxs4cfso5ati5cbyu3deu6gdy5uve5im5gvu,did:plc:ze3t5jyaolxa57nsgk5jf2ko,giba60.bsky.social,Somos progressistas…todos contra o fascismo!,Essa é a mídia que protege os Bancos e o Agronegócio…,2025-06-22T13:03:20.798Z,0,0,0,2025-06-22T13:03:22.137Z,['pt'],True,positivo,contexto_positivo
at://did:plc:uz2denrgp6tgzmopmxycinni/app.bsky.feed.post/3ls74riv7cc2m,bafyreiat46sp7myhupbdvnf7bn42lfrzmh3oww6hgbont7sp4r37ldimte,did:plc:uz2denrgp6tgzmopmxycinni,madrugatina.bsky.social,Radnas Detetive Espiritual #DeFérias," ""Eu nunca vi esses comediantes fazendo piadas sobre o agronegócio""

 Porra mas vai se foder tbm né seu cabaço, quem quer ouvir piada sobre isso?

 Depois os caras ficam tirando a esquerda de otario e os manos acham ruim.",2025-06-22T13:00:44.918Z,0,0,1,2025-06-22T13:00:46.538Z,['pt'],True,negativo,contexto_positivo
at://did:plc:frgta4ideyz37kpt6ym73a4p/app.bsky.feed.post/3ls7333rsz224,bafyreiegvwpjmhvbcyeium5xbyuixjm3fl2oreha7ywmxps7fr7jfkirim,did:plc:frgta4ideyz37kpt6ym73a4p,gzhdigital-bot.bsky.social,GZH Digital (Não Oficial),"O que a guerra entre Israel, Irã e agora Estados Unidos pode custar ao agronegócio gaúcho",2025-06-22T09:30:19-03:00,0,0,0,2025-06-22T12:30:19.942Z,['en'],True,negativo,contexto_positivo
at://did:plc:ftayvslqju53w3elfjvdryay/app.bsky.feed.post/3ls6ylxowek2f,bafyreifefe5o3x7tgldfbwz3a5vazanie6dj4cj5ylvsxq7nmmrvz3c5hu,did:plc:ftayvslqju53w3elfjvdryay,lunna.bsky.social,Lunna Fabris,Lá como cá o Agronegócio é burro. Essa agricultura predatória os aproximam de gafanhotos que vão devastando por onde passam.,2025-06-22T11:46:04.146Z,0,0,11,2025-06-22T11:46:04.947Z,['pt'],True,negativo,contexto_positivo
at://did:plc:ki6ydtbso2if5zhia26zd2qn/app.bsky.feed.post/3ls5y5dmh7c2z,bafyreihknw6bj76zelbe2zhoqoggrfffbuczczzhstjk5xnwg4vetxiomq,did:plc:ki6ydtbso2if5zhia26zd2qn,onlyifyousayes.bsky.social,lilica heepilica,"eu sou vegana e vim morar na capital do agronegócio… agora que eu não vou me relacionar com ninguém mesmo, aqui só tem agroboy kkkkk",2025-06-22T02:05:13.593Z,0,0,0,2025-06-22T02:05:14.144Z,['pt'],True,positivo,contexto_positivo
at://did:plc:a7dghefyut4oioegu5u3hmw3/app.bsky.feed.post/3ls5xzizizk25,bafyreibs6w3pjkk6g4edju4rdadpmf4swekg4brjnbmbo4wkgn6t7dsxau,did:plc:a7dghefyut4oioegu5u3hmw3,bartbarbosa.bsky.social,Marco Antonio Barbosa,"Galvão Bueno fechando o hat-trick da escrotidão em publicidade: bet, plano de saúde e agora agronegócio",2025-06-22T02:03:05.046Z,1,0,3,2025-06-22T02:03:06.344Z,['en'],True,positivo,contexto_positivo
at://did:plc:vwot556jqi3rkx4xmfq4olpw/app.bsky.feed.post/3ls5qvev65s2p,bafyreibhwh7bio3nq5cdmseakbbhhzpojwkijidcnqahwollh7xbpwokqq,did:plc:vwot556jqi3rkx4xmfq4olpw,dionaragsantana.bsky.social,Dionara #FreePalestine 🇵🇸🍉 Gonçalves de Santana,"Sim,cada lugar tem de tudo,mas graças ao bom Deus,às boas práticas e a nossa saúde mental aqui na Bahia tem poucos boçalnaristas p/ a grandiosa dimensão do nosso estado.🙏Em Lem-BA contrastou c/ os demais municípios baianos.Lá há muitos sulistas ligados ao agronegócio boçalnaristas nazifascistas.",2025-06-21T23:55:30.297Z,0,0,0,2025-06-21T23:55:32.643Z,['pt'],True,negativo,critica_explicita
at://did:plc:vwot556jqi3rkx4xmfq4olpw/app.bsky.feed.post/3ls5ozr4z5c2p,bafyreiaiktwfby6alrhfqo7tcdiygchzps3eabiyixwpmntgrfyirlf7wi,did:plc:vwot556jqi3rkx4xmfq4olpw,dionaragsantana.bsky.social,Dionara #FreePalestine 🇵🇸🍉 Gonçalves de Santana,"Você elogiou o agronegócio em Santa Rosa, por isso, me manifestei. Mas não era da minha conta. Eu deveria ter ficado quieta. Peço desculpas. A maioria no sul são boçalnaristas. Não posso generalizar.",2025-06-21T23:22:09.873Z,0,0,0,2025-06-21T23:22:12.435Z,['pt'],True,negativo,contexto_positivo
at://did:plc:fjlugkcots5ifzzhq7ie3mbc/app.bsky.feed.post/3ls4pusdfek26,bafyreia3pmjpl7if7ctgyv26piluo5dmm3hwm7qmoerfurtkpo5kkvnc3u,did:plc:fjlugkcots5ifzzhq7ie3mbc,carpen.bsky.social,,"criacaodeanimais.blogspot.com/2015/07/manu...

A avicultura é atualmente um dos setores mais organizados e desenvolvidos do agronegócio brasileiro sendo nosso país o maior exportador de carne de frango. Avanços nas áreas de nutrição e sanidade em muito contribuíram para esse desenvolvimento",2025-06-21T14:04:37.361Z,0,0,0,2025-06-21T14:04:44.636Z,['pt'],True,positivo,apoio_explicito
at://did:plc:7vu5psjbl6r4swnaartajibq/app.bsky.feed.post/3ls35mx5nkk2s,bafyreia6ashetlgomwehrxd75kholege62bxpsefosrwcdnx56guotfvky,did:plc:7vu5psjbl6r4swnaartajibq,coffeecake5.bsky.social,Sabrina {•𝙴𝚕𝚊/𝙳𝚎𝚕𝚊•},"Não toca ""Marília Mendonça"" ou qualquer outro cantorzinho de agronejo não, faz favor! Já odeio essa galera do agronegócio pelo seu colonialismo cultural e genocídio contra indígenas, camponeses e quilombolas, e esse maldito agronejo universitário por si só já estraga minha audição🧚‍♀️",2025-06-20T23:05:26.882Z,0,0,0,2025-06-20T23:05:30.737Z,['pt'],True,negativo,critica_explicita
at://did:plc:fddwqzxflwvbpbuhzec4r4zl/app.bsky.feed.post/3ls33knk76s2g,bafyreiehinhw2cisqxw6z3humtdlauwchgqhsfzrwrcnvsfabtm5v3shiy,did:plc:fddwqzxflwvbpbuhzec4r4zl,fabridosreis.bsky.social,fabridosreis ,Pura realidade a manifestação nessa postagem. Eleger para o Congresso os caras que estão detonando os direitos dos mais pobres é falta de consciência. Eleger empresários e principalmente pessoas do agronegócio e mercado financeiro e quem os apoia é aplaudir quem os explora.,2025-06-20T22:28:22.007Z,0,2,7,2025-06-20T22:28:28.634Z,['pt'],True,negativo,contexto_positivo
at://did:plc:5xgtjulcpxjggxg3kv46ynpy/app.bsky.feed.post/3ls2lupmzq22k,bafyreibhdsixvhbzwyicxrj4lwh5ihwsdjocyisypzipdnd6qpuv2twmim,did:plc:5xgtjulcpxjggxg3kv46ynpy,rottingblood.bsky.social,Joe,Como assim o púbico do sertanejo industrial bancado pelo agronegócio não é 100% bolsonarista,2025-06-20T17:47:40.086Z,0,0,1,2025-06-20T17:47:43.736Z,['pt'],True,positivo,contexto_positivo
at://did:plc:fddwqzxflwvbpbuhzec4r4zl/app.bsky.feed.post/3ls2k55s5w22h,bafyreib6jaeiuk2mfcoad7csxwqrwpayljyol2gsf53zyp4zh4oxoayatm,did:plc:fddwqzxflwvbpbuhzec4r4zl,fabridosreis.bsky.social,fabridosreis ,"Na verdade grande parte das igrejas pentecostais são partidos políticos de extrema direita que lavam os cérebros de seus seguidores, para manterem o poder nas mãos do mercado financeiro, agronegócio, se curvam diante dos reis do mercado. Estão muito distantes do que Jesus pregava.",2025-06-20T17:16:35.786Z,2,12,46,2025-06-20T17:16:41.940Z,['pt'],True,negativo,contexto_positivo
at://did:plc:bomy5ouyselu6k2r3mvn35kr/app.bsky.feed.post/3ls2j5nodhk2t,bafyreihszoucaclahp2ar4vob725bzoydsnzapzd4papsvz7gxr4bkvlou,did:plc:bomy5ouyselu6k2r3mvn35kr,prrs.bsky.social,Paulo R R Seabra,Ao Agronegócio interessa apenas vender commodities.,2025-06-20T16:58:58.798Z,0,0,1,2025-06-20T16:58:59.643Z,['pt'],True,positivo,contexto_positivo
at://did:plc:2sz7lzabaabo52nd2p2h722t/app.bsky.feed.post/3ls2dtog4n22t,bafyreifiw4ct7zdv6fcgfdpp22c7ihcglwwats5tt6d3rsxfz2ogowrl2a,did:plc:2sz7lzabaabo52nd2p2h722t,poder360.bsky.social,Poder360,"🗣️ Em reunião privada, Bolsonaro e Caiado discutem eleições de 2026 

🤝 Encontro em Goiânia foi solicitado pelo ex-presidente antes de discurso em feira do agronegócio 

⬇️ Leia no Poder360:
www.poder360.com.br/poder-gente/...",2025-06-20T15:23:55.325Z,0,0,1,2025-06-20T15:24:00.339Z,['pt'],True,positivo,contexto_positivo
at://did:plc:fddwqzxflwvbpbuhzec4r4zl/app.bsky.feed.post/3lrzux2myj22u,bafyreig34rjouhucmm6z33rzuca4skzcwc6dnijh23wpad3yaitjh74eia,did:plc:fddwqzxflwvbpbuhzec4r4zl,fabridosreis.bsky.social,fabridosreis ,A o que vem teremos eleições. Temos que ter consciência de classe e não votar em partidos que defendem o mercado financeiro e agronegócio.,2025-06-20T10:57:22.593Z,4,11,30,2025-06-20T10:57:29.038Z,['pt'],True,positivo,contexto_positivo
at://did:plc:frgta4ideyz37kpt6ym73a4p/app.bsky.feed.post/3lrzslq7gpw2t,bafyreibwuanz2kzj5xmcemzuk442r63jwdqgfhl56niwa5ugrtaxblqq4u,did:plc:frgta4ideyz37kpt6ym73a4p,gzhdigital-bot.bsky.social,GZH Digital (Não Oficial),O que o agronegócio gaúcho pode esperar da estação mais fria do ano,2025-06-20T07:15:15-03:00,0,0,0,2025-06-20T10:15:15.837Z,['en'],True,negativo,contexto_positivo
at://did:plc:cmorach6vhozvaoaujkm4mdg/app.bsky.feed.post/3lrxifn7q5k26,bafyreifexhvp4g43ami5voc6fysbdgaivjmvlkq7i52pn3bnhs63g35rpe,did:plc:cmorach6vhozvaoaujkm4mdg,revistapiaui.bsky.social,revista piauí,"A história da Gruta de Kamukuwaká retrata a dificuldade enfrentada pelos povos do Alto Xingu para preservar seus territórios e tradições em uma região controlada pelo agronegócio.
Por Guilherme Freitas
piaui.co/4kIn97j",2025-06-19T12:07:33.796Z,0,10,44,2025-06-19T12:07:37.537Z,['pt'],True,negativo,contexto_positivo
at://did:plc:vuyljy5cal7zhnll3sjykgin/app.bsky.feed.post/3lrxgmlwles2a,bafyreidgwlt6q5y46mc7amrgm5k3fubmgzq6acpynto347iw6fgenpdkem,did:plc:vuyljy5cal7zhnll3sjykgin,talma1.bsky.social,,"o dia que que acabarem com o programa
* bolsa banqueiros
* bolsa agronegócio
* bolsa politicagem
* bolsa mega empresa
eu vou apoiar o corte do ""bolsa pobreza""",2025-06-19T11:35:39.846Z,0,0,0,2025-06-19T11:36:13.439Z,['pt'],True,positivo,contexto_positivo
at://did:plc:iddtdjw5gujvbxbzjm45wlgb/app.bsky.feed.post/3lrwlnwb6ww2g,bafyreifxttot7t5xeru3zgpp5katirqhzbuosbr3b4hdcfn5lcwooas3gy,did:plc:iddtdjw5gujvbxbzjm45wlgb,oglobo.globo.com,Jornal O Globo,Agronegócio ajuda a superar desafios da economia .,2025-06-19T03:33:13Z,3,0,0,2025-06-19T03:33:14.142Z,[],True,positivo,contexto_positivo
at://did:plc:y545canthvu4hk5bg4jdwh2t/app.bsky.feed.post/3lrwmd2tu3e25,bafyreieduli2rxkjhtxt6vbliodle7rk32t5xbniblnzooh6szggvhpipa,did:plc:y545canthvu4hk5bg4jdwh2t,nopaywall.bsky.social,Notícias Sem Paywall,"Notícia da @oglobo.globo.com

""Agronegócio ajuda a superar desafios da economia""

Link sem paywall ⬇️
",2025-06-19T03:33:13Z,0,0,0,2025-06-19T03:45:03.337Z,[],True,positivo,contexto_positivo
at://did:plc:sthqanpgrq4yiuhe7eluw66u/app.bsky.feed.post/3lrwb6lilns2z,bafyreihwqlraqwrayx4njbavudyrw2uaio2yeryaqxsyyu55ilr3skcxxi,did:plc:sthqanpgrq4yiuhe7eluw66u,hiltonbastos.bsky.social,Hilton Bastos,"O Congresso derrubou na última terça-feira, 17, o veto sobre tributação dos fundos de investimento imobiliários (FIIs) e do agronegócio (Fiagros)... A derrubada ocorreu em sessão conjunta entre a Câmara e o Senado e foi capitaneada por parlamentares ligados ao agronegócio.
Por @GervásioCastroNeto",2025-06-19T00:25:41.178Z,5,18,56,2025-06-19T00:25:53.952Z,['pt'],True,positivo,contexto_positivo
at://did:plc:zqyfbr57gjgujksrpvqkhl3p/app.bsky.feed.post/3lrwahpqhas2g,bafyreicuuk3j7aoiekifsrjgxby7y7bbqgsoms4lof3sjjafsmedmfi7ey,did:plc:zqyfbr57gjgujksrpvqkhl3p,geraldosaopaulo.bsky.social,,"Bolsonaro entrega sua medalha a Gilberto Kassab durante feira do agronegócio. Ele postou momento em que confraterniza com o cacique do Centrão, o abraça e entrega a ele a sua medalha “3is”"" Inelegível, Imberbe e Indiciado.

Choooora gadaiada 😭🐂😭🐂😭🐂😭🐂😭🐂",2025-06-19T00:12:53.860Z,0,1,2,2025-06-19T00:13:04.345Z,['ko'],True,negativo,contexto_positivo
at://did:plc:owjm2clannkvmddumtjiz3yl/app.bsky.feed.post/3lrwaa5qlk22l,bafyreiercj23pt22hulwga5dlf727mv75arjyt2gtji2fpdp62r3f52v2a,did:plc:owjm2clannkvmddumtjiz3yl,tdbem.bsky.social,aline,"o cérebro dos bolsonaristas é um fertilizante poderosíssimo, fica aí a dica pro agronegócio.",2025-06-19T00:08:40.129Z,0,3,54,2025-06-19T00:08:41.148Z,['pt'],True,positivo,contexto_positivo
at://did:plc:2hpxuxklncrwcfhncjiorw7v/app.bsky.feed.post/3lrw7h65v4s2m,bafyreiav5rbfkofjduovh2fycvnjsv46fqdrz6bverazhaboplnjr6gqje,did:plc:2hpxuxklncrwcfhncjiorw7v,12920012096.bsky.social,Miguel Cordeiro,"Sindicato dos ricos do sistema financeiro do cassino das bets, e do latifúndio e agronegócio",2025-06-18T23:54:41.704Z,1,2,5,2025-06-18T23:54:44.645Z,['pt'],True,positivo,contexto_positivo
at://did:plc:6kcnxerpmon7xf7buorm7mxv/app.bsky.feed.post/3lrw2fljnlk24,bafyreidnlde77zcjdueg4vbhfi32nbcsy4mlmkdzfe34kitet4n7ff2lim,did:plc:6kcnxerpmon7xf7buorm7mxv,teatrocomedia.bsky.social,Loui Sousa,"O Governo sofreu várias derrotas no Congresso e no Senado, na tentativa de taxar os mais ricos

A última derrota foi o veto dos deputados e senadores à não-taxação do Agronegócio em um fundo de 40 bi

Assim sendo, afia-se os chicotes e grilhões às costas dos trabalhadores e aposentados - ""Os vilões""",2025-06-18T22:24:19.903Z,1,4,10,2025-06-18T22:24:22.650Z,['pt'],True,negativo,contexto_positivo
at://did:plc:ukp6zclozodknbwu7g5a2ogc/app.bsky.feed.post/3lrvzgofock24,bafyreif2z2oakdekzcr6cu4hy6q4qm4qeaei7tws7ca5a5vhcmyzf32sbe,did:plc:ukp6zclozodknbwu7g5a2ogc,painelpolitico.substack.com,Painel Político ,ANTT aprova concessão da BR 364 e avança com a rota Agro Central - open.substack.com/pub/painelpo...  #RotaAgroCentral #ANTT #Infraestrutura #Agronegócio #SegurançaViária #ConcessãoRodoviária #Vilhena #Cuiabá #PainelPolitico,2025-06-18T22:07:02.730Z,0,0,0,2025-06-18T22:07:25.550Z,['pt'],True,neutro,nao_relacionado
at://did:plc:7majwmunhotpczgpigrb3kpt/app.bsky.feed.post/3lrvx4vhqnk2c,bafyreifbtk4264hvjusegl32266fbxlkoe3lta7nze3adas7q2crszj2vq,did:plc:7majwmunhotpczgpigrb3kpt,minfazenda.bsky.social,Ministério da Fazenda,"#NAMÍDIA I Em entrevista para a Folha de S. Paulo, o secretário de Reformas Econômicas do Ministério da Fazenda, Marcos Pinto, explica por que a isenção de imposto de renda em títulos como LCI e LCA não está beneficiando prioritariamente os setores produtivos, como o agronegócio e a construção civil",2025-06-18T21:25:47.046Z,2,6,21,2025-06-18T21:26:08.650Z,['pt'],True,positivo,contexto_positivo
at://did:plc:3i5na5e3pgnurp2wxchki3bd/app.bsky.feed.post/3lrvtf7efdm26,bafyreigfgtxgvogxalbyelwvcenkiwanlqkkuvc6z44yuicldbjpceca5u,did:plc:3i5na5e3pgnurp2wxchki3bd,paraibabusiness.bsky.social,,"Banco do Nordeste prevê expansão do crédito rural no agronegócio paraibano
paraibabusiness.com.br/banco-do-nor...",2025-06-18T20:18:43Z,0,0,0,2025-06-18T20:18:51.144Z,['en-US'],True,positivo,contexto_positivo
at://did:plc:z7pohd6s2uy5fkkjdah7sxxo/app.bsky.feed.post/3lrvpanxwos2n,bafyreifwroqgtbsmw544vtoybmdmato62sxfiijcn3cpmvfl3jjqhx2giy,did:plc:z7pohd6s2uy5fkkjdah7sxxo,edmilsondf.bsky.social,Edmilson Silva_DF,"O cidadão de direita comemorando o aumento da conta de luz para bancar subsídios a multimilionários. Enquanto isso, o Congresso isenta fundos imobiliários e agronegócio na reforma tributária. Depois querem culpar o Lula!
Vota na direita e faz arminha👉
CONGRESSO INIMIGO DO POVO!",2025-06-18T19:04:43.535Z,1,0,0,2025-06-18T19:04:50.148Z,['pt'],True,negativo,contexto_positivo
at://did:plc:r7izlqt2kpupi577j66zcx5l/app.bsky.feed.post/3lrvo3qnntk2r,bafyreicfsc37bvkppzf567636n5pruv6a5ypwg4xfda2rrbaqmi5nh7yle,did:plc:r7izlqt2kpupi577j66zcx5l,ufesoficial.bsky.social,Universidade Federal do Espírito Santo - Ufes,"O Núcleo de Pesquisa e Inovação do Agro reunirá pesquisadores dos campi de Alegre e São Mateus a fim de integrar informações de pesquisas desenvolvidas.

O objetivo é aplicar o conhecimento científico para promover o desenvolvimento do agronegócio no estado.

www.ufes.br/conteudo/rei...",2025-06-18T18:44:04.826Z,0,0,0,2025-06-18T18:44:09.951Z,['pt'],True,positivo,contexto_positivo
